score_id,student_id,subject_id,semester,grade,grade_point
6491,122,111,2/I,A,4.0
6492,123,111,2/I,A,4.0
6493,124,111,2/I,A,4.0
6494,125,111,2/I,A,4.0
6495,126,111,2/I,A,4.0
6496,127,111,2/I,A,4.0
6497,128,111,2/I,A,4.0
6498,129,111,2/I,B+,3.5
6499,130,111,2/I,A,4.0
6500,131,111,2/I,A,4.0
6501,132,111,2/I,A,4.0
6502,133,111,2/I,A,4.0
6503,134,111,2/I,A,4.0
6504,135,111,2/I,A,4.0
6505,136,111,2/I,A,4.0
6506,137,111,2/I,A,4.0
6507,138,111,2/I,A,4.0
6508,139,111,2/I,A,4.0
6509,140,111,2/I,A,4.0
6510,141,111,2/I,A,4.0
6511,142,111,2/I,B+,3.5
6512,143,111,2/I,F,0.0
6513,144,111,2/I,F,0.0
6514,145,111,2/I,F,0.0
6515,106,112,2/II,C+,2.5
6516,107,112,2/II,F,0.0
6517,108,112,2/II,B,3.0
6518,109,112,2/II,C+,2.5
6519,110,112,2/II,D,1.0
6520,111,112,2/II,B,3.0
6521,112,112,2/II,A,4.0
6522,113,112,2/II,F,0.0
6523,114,112,2/II,B+,3.5
6524,115,112,2/II,B+,3.5
6525,116,112,2/II,C+,2.5
6526,117,112,2/II,B,3.0
6527,118,112,2/II,C,2.0
6528,119,112,2/II,C,2.0
6529,120,112,2/II,C+,2.5
6530,121,112,2/II,B,3.0
6531,122,112,2/II,D+,1.5
6532,123,112,2/II,C,2.0
6533,124,112,2/II,C,2.0
6534,125,112,2/II,C+,2.5
6535,126,112,2/II,D,1.0
6536,127,112,2/II,C,2.0
6537,128,112,2/II,C+,2.5
6538,129,112,2/II,D+,1.5
6539,130,112,2/II,D+,1.5
6540,131,112,2/II,C,2.0
6541,132,112,2/II,B,3.0
6542,133,112,2/II,F,0.0
6543,134,112,2/II,C+,2.5
6544,135,112,2/II,F,0.0
6545,136,112,2/II,B,3.0
6546,137,112,2/II,C+,2.5
6547,138,112,2/II,B,3.0
6548,139,112,2/II,D+,1.5
6549,140,112,2/II,C,2.0
6550,141,112,2/II,C,2.0
6551,142,112,2/II,C+,2.5
6552,143,112,2/II,F,0.0
6553,144,112,2/II,F,0.0
6554,145,112,2/II,F,0.0
6555,106,113,2/II,B,3.0
6556,107,113,2/II,F,0.0
6557,108,113,2/II,B+,3.5
6558,109,113,2/II,B+,3.5
6559,110,113,2/II,B+,3.5
6560,111,113,2/II,B+,3.5
6561,112,113,2/II,A,4.0
6562,113,113,2/II,B+,3.5
6563,114,113,2/II,B,3.0
6564,115,113,2/II,B+,3.5
6565,116,113,2/II,B+,3.5
6566,117,113,2/II,B+,3.5
6567,118,113,2/II,F,0.0
6568,119,113,2/II,B,3.0
6569,120,113,2/II,A,4.0
6570,121,113,2/II,B+,3.5
6571,122,113,2/II,C+,2.5
6572,123,113,2/II,B+,3.5
6573,124,113,2/II,B,3.0
6574,125,113,2/II,B,3.0
6575,126,113,2/II,B,3.0
6576,127,113,2/II,B+,3.5
6577,128,113,2/II,C+,2.5
6578,129,113,2/II,B,3.0
6579,130,113,2/II,A,4.0
6580,131,113,2/II,A,4.0
6581,132,113,2/II,B+,3.5
6582,133,113,2/II,F,0.0
6583,134,113,2/II,B+,3.5
6584,135,113,2/II,B+,3.5
6585,136,113,2/II,B+,3.5
6586,137,113,2/II,C,2.0
6587,138,113,2/II,A,4.0
6588,139,113,2/II,A,4.0
6589,140,113,2/II,B+,3.5
6590,141,113,2/II,B,3.0
6591,142,113,2/II,C+,2.5
6592,143,113,2/II,F,0.0
6593,144,113,2/II,F,0.0
6594,145,113,2/II,F,0.0
6595,106,114,2/II,B+,3.5
6596,107,114,2/II,F,0.0
6597,108,114,2/II,B,3.0
6598,109,114,2/II,B+,3.5
6599,110,114,2/II,C+,2.5
6600,111,114,2/II,B,3.0
6601,112,114,2/II,A,4.0
6602,113,114,2/II,C,2.0
6603,114,114,2/II,B+,3.5
6604,115,114,2/II,B+,3.5
6605,116,114,2/II,B,3.0
6606,117,114,2/II,B+,3.5
6607,118,114,2/II,B,3.0
6608,119,114,2/II,B,3.0
6609,120,114,2/II,B,3.0
6610,121,114,2/II,C+,2.5
6611,122,114,2/II,C+,2.5
6612,123,114,2/II,B,3.0
6613,124,114,2/II,C,2.0
6614,125,114,2/II,C+,2.5
6615,126,114,2/II,C,2.0
6616,127,114,2/II,C,2.0
6617,128,114,2/II,C,2.0
6618,129,114,2/II,C+,2.5
6619,130,114,2/II,C,2.0
6620,131,114,2/II,C+,2.5
6621,132,114,2/II,B+,3.5
6622,133,114,2/II,C+,2.5
6623,134,114,2/II,C+,2.5
6624,135,114,2/II,C,2.0
6625,136,114,2/II,C+,2.5
6626,137,114,2/II,C+,2.5
6627,138,114,2/II,B+,3.5
6628,139,114,2/II,B,3.0
6629,140,114,2/II,C+,2.5
6630,141,114,2/II,C,2.0
6631,142,114,2/II,B,3.0
6632,143,114,2/II,F,0.0
6633,144,114,2/II,F,0.0
6634,145,114,2/II,F,0.0
6635,106,115,2/II,B,3.0
6636,107,115,2/II,F,0.0
6637,108,115,2/II,C,2.0
6638,109,115,2/II,C,2.0
6639,110,115,2/II,C,2.0
6640,111,115,2/II,C,2.0
6641,112,115,2/II,A,4.0
6642,113,115,2/II,F,0.0
6643,114,115,2/II,A,4.0
6644,115,115,2/II,B,3.0
6645,116,115,2/II,C,2.0
6646,117,115,2/II,A,4.0
6647,118,115,2/II,C,2.0
6648,119,115,2/II,C+,2.5
6649,120,115,2/II,B,3.0
6650,121,115,2/II,C+,2.5
6651,122,115,2/II,D,1.0
6652,123,115,2/II,C+,2.5
6653,124,115,2/II,C,2.0
6654,125,115,2/II,C,2.0
6655,126,115,2/II,C,2.0
6656,127,115,2/II,C,2.0
6657,128,115,2/II,C+,2.5
6658,129,115,2/II,C,2.0
6659,130,115,2/II,D+,1.5
6660,131,115,2/II,C,2.0
6661,132,115,2/II,D+,1.5
6662,133,115,2/II,F,0.0
6663,134,115,2/II,B,3.0
6664,135,115,2/II,D,1.0
6665,136,115,2/II,B+,3.5
6666,137,115,2/II,C,2.0
6667,138,115,2/II,B,3.0
6668,139,115,2/II,C,2.0
6669,140,115,2/II,D,1.0
6670,141,115,2/II,C,2.0
6671,142,115,2/II,C+,2.5
6672,143,115,2/II,F,0.0
6673,144,115,2/II,F,0.0
6674,145,115,2/II,F,0.0
6675,106,116,2/II,A,4.0
6676,107,116,2/II,F,0.0
6677,108,116,2/II,B+,3.5
6678,109,116,2/II,B+,3.5
6679,110,116,2/II,B,3.0
6680,111,116,2/II,B,3.0
6681,112,116,2/II,A,4.0
6682,113,116,2/II,F,0.0
6683,114,116,2/II,B,3.0
6684,115,116,2/II,B,3.0
6685,116,116,2/II,C+,2.5
6686,117,116,2/II,B,3.0
6687,118,116,2/II,C+,2.5
6688,119,116,2/II,C+,2.5
6689,120,116,2/II,B,3.0
6690,121,116,2/II,B,3.0
6691,122,116,2/II,C+,2.5
6692,123,116,2/II,B,3.0
6693,124,116,2/II,F,0.0
6694,125,116,2/II,B,3.0
6695,126,116,2/II,C+,2.5
6696,127,116,2/II,C+,2.5
6697,128,116,2/II,B,3.0
6698,129,116,2/II,C+,2.5
6699,130,116,2/II,C+,2.5
6700,131,116,2/II,C+,2.5
6701,132,116,2/II,A,4.0
6702,133,116,2/II,F,0.0
6703,134,116,2/II,B,3.0
6704,135,116,2/II,F,0.0
6705,136,116,2/II,C+,2.5
6706,137,116,2/II,C+,2.5
6707,138,116,2/II,B,3.0
6708,139,116,2/II,B,3.0
6709,140,116,2/II,B,3.0
6710,141,116,2/II,C+,2.5
6711,142,116,2/II,C+,2.5
6712,143,116,2/II,F,0.0
6713,144,116,2/II,F,0.0
6714,145,116,2/II,F,0.0
6715,106,73,2/II,B,3.0
6716,107,73,2/II,F,0.0
6717,108,73,2/II,B,3.0
6718,109,73,2/II,B,3.0
6719,110,73,2/II,B,3.0
6720,111,73,2/II,B,3.0
6721,112,73,2/II,B,3.0
6722,113,73,2/II,B,3.0
6723,114,73,2/II,B,3.0
6724,115,73,2/II,B,3.0
6725,116,73,2/II,B,3.0
6726,117,73,2/II,B,3.0
6727,118,73,2/II,B,3.0
6728,119,73,2/II,B,3.0
6729,120,73,2/II,B+,3.5
6730,121,73,2/II,B,3.0
6731,122,73,2/II,B,3.0
6732,123,73,2/II,B,3.0
6733,124,73,2/II,B+,3.5
6734,125,73,2/II,B+,3.5
6735,126,73,2/II,B,3.0
6736,127,73,2/II,B+,3.5
6737,128,73,2/II,B+,3.5
6738,129,73,2/II,B,3.0
6739,130,73,2/II,B,3.0
6740,131,73,2/II,B,3.0
6741,132,73,2/II,B,3.0
6742,133,73,2/II,B,3.0
6743,134,73,2/II,B,3.0
6744,135,73,2/II,B,3.0
6745,136,73,2/II,B,3.0
6746,137,73,2/II,B,3.0
6747,138,73,2/II,B,3.0
6748,139,73,2/II,B,3.0
6749,140,73,2/II,B,3.0
6750,141,73,2/II,B,3.0
6751,143,73,2/II,F,0.0
6752,144,73,2/II,F,0.0
6753,145,73,2/II,F,0.0
6754,106,117,2/II,B+,3.5
6755,107,117,2/II,F,0.0
6756,108,117,2/II,B+,3.5
6757,109,117,2/II,B+,3.5
6758,110,117,2/II,C+,2.5
6759,111,117,2/II,A,4.0
6760,112,117,2/II,A,4.0
6761,113,117,2/II,B+,3.5
6762,114,117,2/II,A,4.0
6763,115,117,2/II,B,3.0
6764,116,117,2/II,B+,3.5
6765,117,117,2/II,B+,3.5
6766,118,117,2/II,A,4.0
6767,119,117,2/II,B,3.0
6768,120,117,2/II,A,4.0
6769,121,117,2/II,A,4.0
6770,122,117,2/II,A,4.0
6771,123,117,2/II,B,3.0
6772,124,117,2/II,B+,3.5
6773,125,117,2/II,B,3.0
6774,126,117,2/II,C+,2.5
6775,127,117,2/II,B+,3.5
6776,128,117,2/II,B,3.0
6777,129,117,2/II,B,3.0
6778,130,117,2/II,B+,3.5
6779,131,117,2/II,A,4.0
6780,132,117,2/II,B,3.0
6781,133,117,2/II,F,0.0
6782,134,117,2/II,B,3.0
6783,135,117,2/II,B+,3.5
6784,136,117,2/II,B,3.0
6785,137,117,2/II,B,3.0
6786,138,117,2/II,B,3.0
6787,139,117,2/II,C,2.0
6788,140,117,2/II,B+,3.5
6789,141,117,2/II,B+,3.5
6790,142,117,2/II,B,3.0
6791,143,117,2/II,F,0.0
6792,144,117,2/II,F,0.0
6793,145,117,2/II,F,0.0
6794,106,118,3/I,B+,3.5
6795,107,118,3/I,F,0.0
6796,108,118,3/I,B+,3.5
6797,109,118,3/I,B,3.0
6798,110,118,3/I,B+,3.5
6799,111,118,3/I,B,3.0
6800,112,118,3/I,B+,3.5
6801,113,118,3/I,F,0.0
6802,114,118,3/I,B,3.0
6803,115,118,3/I,B,3.0
6804,116,118,3/I,B+,3.5
6805,117,118,3/I,B+,3.5
6806,118,118,3/I,B,3.0
6807,119,118,3/I,B,3.0
6808,120,118,3/I,B,3.0
6809,121,118,3/I,B,3.0
6810,122,118,3/I,B,3.0
6811,123,118,3/I,B,3.0
6812,124,118,3/I,F,0.0
6813,125,118,3/I,B,3.0
6814,126,118,3/I,B,3.0
6815,127,118,3/I,B,3.0
6816,128,118,3/I,B,3.0
6817,129,118,3/I,B,3.0
6818,130,118,3/I,B+,3.5
6819,131,118,3/I,B,3.0
6820,132,118,3/I,B,3.0
6821,133,118,3/I,F,0.0
6822,134,118,3/I,B+,3.5
6823,135,118,3/I,F,0.0
6824,136,118,3/I,B,3.0
6825,137,118,3/I,B+,3.5
6826,138,118,3/I,C,2.0
6827,139,118,3/I,B+,3.5
6828,140,118,3/I,B,3.0
6829,141,118,3/I,B,3.0
6830,142,118,3/I,B,3.0
6831,143,118,3/I,C,2.0
6832,144,118,3/I,F,0.0
6833,145,118,3/I,F,0.0
6834,106,79,3/I,A,4.0
6835,107,79,3/I,F,0.0
6836,108,79,3/I,B,3.0
6837,109,79,3/I,B+,3.5
6838,110,79,3/I,A,4.0
6839,111,79,3/I,A,4.0
6840,112,79,3/I,A,4.0
6841,113,79,3/I,F,0.0
6842,114,79,3/I,B+,3.5
6843,115,79,3/I,B+,3.5
6844,116,79,3/I,A,4.0
6845,117,79,3/I,A,4.0
6846,118,79,3/I,D+,1.5
6847,119,79,3/I,A,4.0
6848,120,79,3/I,B+,3.5
6849,121,79,3/I,B+,3.5
6850,122,79,3/I,B+,3.5
6851,123,79,3/I,B,3.0
6852,124,79,3/I,F,0.0
6853,125,79,3/I,B,3.0
6854,126,79,3/I,B,3.0
6855,127,79,3/I,B,3.0
6856,128,79,3/I,B+,3.5
6857,129,79,3/I,B,3.0
6858,130,79,3/I,B,3.0
6859,131,79,3/I,B,3.0
6860,132,79,3/I,B,3.0
6861,133,79,3/I,F,0.0
6862,134,79,3/I,B,3.0
6863,135,79,3/I,F,0.0
6864,136,79,3/I,B,3.0
6865,137,79,3/I,C+,2.5
6866,138,79,3/I,B+,3.5
6867,139,79,3/I,A,4.0
6868,140,79,3/I,B,3.0
6869,141,79,3/I,B,3.0
6870,142,79,3/I,B+,3.5
6871,143,79,3/I,F,0.0
6872,144,79,3/I,F,0.0
6873,145,79,3/I,F,0.0
6874,106,119,3/I,B,3.0
6875,107,119,3/I,F,0.0
6876,108,119,3/I,B+,3.5
6877,109,119,3/I,A,4.0
6878,110,119,3/I,D,1.0
6879,111,119,3/I,B+,3.5
6880,112,119,3/I,A,4.0
6881,113,119,3/I,F,0.0
6882,114,119,3/I,A,4.0
6883,115,119,3/I,B,3.0
6884,116,119,3/I,B+,3.5
6885,117,119,3/I,A,4.0
6886,118,119,3/I,F,0.0
6887,119,119,3/I,A,4.0
6888,120,119,3/I,B+,3.5
6889,121,119,3/I,D,1.0
6890,122,119,3/I,D,1.0
6891,123,119,3/I,B,3.0
6892,124,119,3/I,D+,1.5
6893,125,119,3/I,D,1.0
6894,126,119,3/I,D,1.0
6895,127,119,3/I,B,3.0
6896,128,119,3/I,B+,3.5
6897,129,119,3/I,B+,3.5
6898,130,119,3/I,B,3.0
6899,131,119,3/I,B+,3.5
6900,132,119,3/I,A,4.0
6901,133,119,3/I,F,0.0
6902,134,119,3/I,B+,3.5
6903,135,119,3/I,F,0.0
6904,136,119,3/I,C+,2.5
6905,137,119,3/I,F,0.0
6906,138,119,3/I,B+,3.5
6907,139,119,3/I,D,1.0
6908,140,119,3/I,C+,2.5
6909,141,119,3/I,C+,2.5
6910,142,119,3/I,B,3.0
6911,143,119,3/I,F,0.0
6912,144,119,3/I,F,0.0
6913,145,119,3/I,F,0.0
6914,106,120,3/I,B,3.0
6915,107,120,3/I,F,0.0
6916,108,120,3/I,C,2.0
6917,109,120,3/I,C+,2.5
6918,110,120,3/I,C+,2.5
6919,111,120,3/I,C+,2.5
6920,112,120,3/I,A,4.0
6921,113,120,3/I,F,0.0
6922,114,120,3/I,A,4.0
6923,115,120,3/I,C,2.0
6924,116,120,3/I,D+,1.5
6925,117,120,3/I,C+,2.5
6926,118,120,3/I,C,2.0
6927,119,120,3/I,D+,1.5
6928,120,120,3/I,D+,1.5
6929,121,120,3/I,C,2.0
6930,122,120,3/I,D+,1.5
6931,123,120,3/I,C,2.0
6932,124,120,3/I,F,0.0
6933,125,120,3/I,D+,1.5
6934,126,120,3/I,D,1.0
6935,127,120,3/I,D+,1.5
6936,128,120,3/I,D,1.0
6937,129,120,3/I,C+,2.5
6938,130,120,3/I,D,1.0
6939,131,120,3/I,C,2.0
6940,132,120,3/I,C+,2.5
6941,133,120,3/I,F,0.0
6942,134,120,3/I,D+,1.5
6943,135,120,3/I,F,0.0
6944,136,120,3/I,D,1.0
6945,137,120,3/I,D,1.0
6946,138,120,3/I,C+,2.5
6947,139,120,3/I,C,2.0
6948,140,120,3/I,D+,1.5
6949,141,120,3/I,D,1.0
6950,142,120,3/I,C+,2.5
6951,143,120,3/I,F,0.0
6952,144,120,3/I,F,0.0
6953,145,120,3/I,F,0.0
6954,106,121,3/I,B+,3.5
6955,107,121,3/I,F,0.0
6956,108,121,3/I,A,4.0
6957,109,121,3/I,B,3.0
6958,110,121,3/I,A,4.0
6959,111,121,3/I,B+,3.5
6960,112,121,3/I,A,4.0
6961,113,121,3/I,F,0.0
6962,114,121,3/I,B+,3.5
6963,115,121,3/I,A,4.0
6964,116,121,3/I,B,3.0
6965,117,121,3/I,B+,3.5
6966,118,121,3/I,B+,3.5
6967,119,121,3/I,B+,3.5
6968,120,121,3/I,A,4.0
6969,121,121,3/I,A,4.0
6970,122,121,3/I,B+,3.5
6971,123,121,3/I,B+,3.5
6972,124,121,3/I,F,0.0
6973,125,121,3/I,B+,3.5
6974,126,121,3/I,B,3.0
6975,127,121,3/I,B,3.0
6976,128,121,3/I,B+,3.5
6977,129,121,3/I,B+,3.5
6978,130,121,3/I,B,3.0
6979,131,121,3/I,B,3.0
6980,132,121,3/I,B,3.0
6981,133,121,3/I,F,0.0
6982,134,121,3/I,B,3.0
6983,135,121,3/I,F,0.0
6984,136,121,3/I,B+,3.5
6985,137,121,3/I,B+,3.5
6986,138,121,3/I,A,4.0
6987,139,121,3/I,A,4.0
6988,140,121,3/I,B+,3.5
6989,141,121,3/I,B,3.0
6990,142,121,3/I,B,3.0
6991,143,121,3/I,F,0.0
6992,144,121,3/I,F,0.0
6993,145,121,3/I,F,0.0
6994,106,122,3/I,C+,2.5
6995,107,122,3/I,F,0.0
6996,108,122,3/I,B+,3.5
6997,109,122,3/I,B,3.0
6998,110,122,3/I,B,3.0
6999,111,122,3/I,C+,2.5
7000,112,122,3/I,A,4.0
7001,113,122,3/I,F,0.0
7002,114,122,3/I,B+,3.5
7003,115,122,3/I,C+,2.5
7004,116,122,3/I,B+,3.5
7005,117,122,3/I,B+,3.5
7006,118,122,3/I,C,2.0
7007,119,122,3/I,C+,2.5
7008,120,122,3/I,C,2.0
7009,121,122,3/I,B,3.0
7010,122,122,3/I,B,3.0
7011,123,122,3/I,C,2.0
7012,124,122,3/I,F,0.0
7013,125,122,3/I,C+,2.5
7014,126,122,3/I,C,2.0
7015,127,122,3/I,B,3.0
7016,128,122,3/I,C+,2.5
7017,129,122,3/I,B,3.0
7018,130,122,3/I,D,1.0
7019,131,122,3/I,B,3.0
7020,132,122,3/I,B+,3.5
7021,133,122,3/I,F,0.0
7022,134,122,3/I,B,3.0
7023,135,122,3/I,F,0.0
7024,136,122,3/I,C+,2.5
7025,137,122,3/I,D+,1.5
7026,138,122,3/I,C+,2.5
7027,139,122,3/I,B,3.0
7028,140,122,3/I,B+,3.5
7029,141,122,3/I,B,3.0
7030,142,122,3/I,C,2.0
7031,143,122,3/I,F,0.0
7032,144,122,3/I,F,0.0
7033,145,122,3/I,F,0.0
7034,106,123,3/I,A,4.0
7035,107,123,3/I,F,0.0
7036,108,123,3/I,B+,3.5
7037,109,123,3/I,B+,3.5
7038,110,123,3/I,A,4.0
7039,111,123,3/I,A,4.0
7040,112,123,3/I,A,4.0
7041,113,123,3/I,F,0.0
7042,114,123,3/I,A,4.0
7043,115,123,3/I,A,4.0
7044,116,123,3/I,A,4.0
7045,117,123,3/I,A,4.0
7046,118,123,3/I,A,4.0
7047,119,123,3/I,A,4.0
7048,120,123,3/I,A,4.0
7049,121,123,3/I,A,4.0
7050,122,123,3/I,A,4.0
7051,123,123,3/I,A,4.0
7052,124,123,3/I,F,0.0
7053,125,123,3/I,C,2.0
7054,126,123,3/I,C+,2.5
7055,127,123,3/I,A,4.0
7056,128,123,3/I,A,4.0
7057,129,123,3/I,B,3.0
7058,130,123,3/I,A,4.0
7059,131,123,3/I,B+,3.5
7060,132,123,3/I,A,4.0
7061,133,123,3/I,F,0.0
7062,134,123,3/I,A,4.0
7063,135,123,3/I,F,0.0
7064,136,123,3/I,A,4.0
7065,137,123,3/I,F,0.0
7066,138,123,3/I,A,4.0
7067,139,123,3/I,A,4.0
7068,140,123,3/I,B+,3.5
7069,141,123,3/I,A,4.0
7070,142,123,3/I,B+,3.5
7071,143,123,3/I,F,0.0
7072,144,123,3/I,F,0.0
7073,145,123,3/I,F,0.0
7074,106,87,3/II,B,3.0
7075,107,87,3/II,F,0.0
7076,108,87,3/II,A,4.0
7077,109,87,3/II,A,4.0
7078,110,87,3/II,B+,3.5
7079,111,87,3/II,B+,3.5
7080,112,87,3/II,B+,3.5
7081,113,87,3/II,F,0.0
7082,114,87,3/II,B,3.0
7083,115,87,3/II,A,4.0
7084,116,87,3/II,B+,3.5
7085,117,87,3/II,A,4.0
7086,118,87,3/II,F,0.0
7087,119,87,3/II,B+,3.5
7088,120,87,3/II,C+,2.5
7089,121,87,3/II,B,3.0
7090,122,87,3/II,B,3.0
7091,123,87,3/II,B+,3.5
7092,124,87,3/II,F,0.0
7093,125,87,3/II,B,3.0
7094,126,87,3/II,B,3.0
7095,127,87,3/II,B+,3.5
7096,128,87,3/II,B+,3.5
7097,129,87,3/II,C,2.0
7098,130,87,3/II,B+,3.5
7099,131,87,3/II,A,4.0
7100,132,87,3/II,B+,3.5
7101,133,87,3/II,F,0.0
7102,134,87,3/II,B,3.0
7103,135,87,3/II,F,0.0
7104,136,87,3/II,B,3.0
7105,137,87,3/II,B+,3.5
7106,138,87,3/II,B,3.0
7107,139,87,3/II,B+,3.5
7108,140,87,3/II,B,3.0
7109,141,87,3/II,C,2.0
7110,142,87,3/II,B,3.0
7111,143,87,3/II,F,0.0
7112,144,87,3/II,F,0.0
7113,145,87,3/II,F,0.0
7114,106,124,3/II,B+,3.5
7115,107,124,3/II,F,0.0
7116,108,124,3/II,B+,3.5
7117,109,124,3/II,A,4.0
7118,110,124,3/II,A,4.0
7119,111,124,3/II,B,3.0
7120,112,124,3/II,A,4.0
7121,113,124,3/II,F,0.0
7122,114,124,3/II,A,4.0
7123,115,124,3/II,A,4.0
7124,116,124,3/II,B+,3.5
7125,117,124,3/II,A,4.0
7126,118,124,3/II,B+,3.5
7127,119,124,3/II,B+,3.5
7128,120,124,3/II,A,4.0
7129,121,124,3/II,B+,3.5
7130,122,124,3/II,B,3.0
7131,123,124,3/II,B+,3.5
7132,124,124,3/II,F,0.0
7133,125,124,3/II,B,3.0
7134,126,124,3/II,B,3.0
7135,127,124,3/II,A,4.0
7136,128,124,3/II,A,4.0
7137,129,124,3/II,A,4.0
7138,130,124,3/II,A,4.0
7139,131,124,3/II,A,4.0
7140,132,124,3/II,A,4.0
7141,133,124,3/II,F,0.0
7142,134,124,3/II,A,4.0
7143,135,124,3/II,F,0.0
7144,136,124,3/II,B+,3.5
7145,137,124,3/II,B,3.0
7146,138,124,3/II,A,4.0
7147,139,124,3/II,B,3.0
7148,140,124,3/II,B,3.0
7149,141,124,3/II,B,3.0
7150,142,124,3/II,A,4.0
7151,143,124,3/II,F,0.0
7152,144,124,3/II,F,0.0
7153,145,124,3/II,F,0.0
7154,106,125,3/II,B+,3.5
7155,107,125,3/II,F,0.0
7156,108,125,3/II,A,4.0
7157,109,125,3/II,B,3.0
7158,110,125,3/II,A,4.0
7159,111,125,3/II,B+,3.5
7160,112,125,3/II,A,4.0
7161,113,125,3/II,F,0.0
7162,114,125,3/II,B+,3.5
7163,115,125,3/II,A,4.0
7164,116,125,3/II,B,3.0
7165,117,125,3/II,B+,3.5
7166,118,125,3/II,B+,3.5
7167,119,125,3/II,B,3.0
7168,120,125,3/II,A,4.0
7169,121,125,3/II,A,4.0
7170,122,125,3/II,B+,3.5
7171,123,125,3/II,B+,3.5
7172,124,125,3/II,F,0.0
7173,125,125,3/II,B+,3.5
7174,126,125,3/II,B,3.0
7175,127,125,3/II,B,3.0
7176,128,125,3/II,B+,3.5
7177,129,125,3/II,B+,3.5
7178,130,125,3/II,B,3.0
7179,131,125,3/II,B,3.0
7180,132,125,3/II,C+,2.5
7181,133,125,3/II,F,0.0
7182,134,125,3/II,B,3.0
7183,135,125,3/II,F,0.0
7184,136,125,3/II,B+,3.5
7185,137,125,3/II,B+,3.5
7186,138,125,3/II,A,4.0
7187,139,125,3/II,A,4.0
7188,140,125,3/II,B+,3.5
7189,141,125,3/II,B,3.0
7190,142,125,3/II,B,3.0
7191,143,125,3/II,F,0.0
7192,144,125,3/II,F,0.0
7193,145,125,3/II,F,0.0
7194,106,126,3/II,C+,2.5
7195,107,126,3/II,F,0.0
7196,108,126,3/II,B+,3.5
7197,109,126,3/II,C+,2.5
7198,110,126,3/II,B,3.0
7199,111,126,3/II,B,3.0
7200,112,126,3/II,B+,3.5
7201,113,126,3/II,F,0.0
7202,114,126,3/II,B,3.0
7203,115,126,3/II,B,3.0
7204,116,126,3/II,C+,2.5
7205,117,126,3/II,B+,3.5
7206,118,126,3/II,F,0.0
7207,119,126,3/II,B,3.0
7208,120,126,3/II,B,3.0
7209,121,126,3/II,B,3.0
7210,122,126,3/II,D,1.0
7211,123,126,3/II,C,2.0
7212,124,126,3/II,F,0.0
7213,125,126,3/II,C+,2.5
7214,126,126,3/II,C+,2.5
7215,127,126,3/II,C,2.0
7216,128,126,3/II,B,3.0
7217,129,126,3/II,C,2.0
7218,130,126,3/II,C,2.0
7219,131,126,3/II,B,3.0
7220,132,126,3/II,C,2.0
7221,133,126,3/II,F,0.0
7222,134,126,3/II,B,3.0
7223,135,126,3/II,F,0.0
7224,136,126,3/II,C+,2.5
7225,137,126,3/II,F,0.0
7226,138,126,3/II,B,3.0
7227,139,126,3/II,C,2.0
7228,140,126,3/II,C,2.0
7229,141,126,3/II,C,2.0
7230,142,126,3/II,C+,2.5
7231,143,126,3/II,F,0.0
7232,144,126,3/II,F,0.0
7233,145,126,3/II,F,0.0
7234,106,127,3/II,B+,3.5
7235,107,127,3/II,F,0.0
7236,108,127,3/II,B,3.0
7237,109,127,3/II,B,3.0
7238,110,127,3/II,C+,2.5
7239,111,127,3/II,C,2.0
7240,112,127,3/II,A,4.0
7241,113,127,3/II,F,0.0
7242,114,127,3/II,C+,2.5
7243,115,127,3/II,C+,2.5
7244,116,127,3/II,D+,1.5
7245,117,127,3/II,C+,2.5
7246,118,127,3/II,D+,1.5
7247,119,127,3/II,D+,1.5
7248,120,127,3/II,C,2.0
7249,121,127,3/II,C+,2.5
7250,122,127,3/II,D+,1.5
7251,123,127,3/II,C+,2.5
7252,124,127,3/II,F,0.0
7253,125,127,3/II,C,2.0
7254,126,127,3/II,D+,1.5
7255,127,127,3/II,D+,1.5
7256,128,127,3/II,C,2.0
7257,129,127,3/II,D+,1.5
7258,130,127,3/II,D+,1.5
7259,131,127,3/II,D+,1.5
7260,132,127,3/II,B+,3.5
7261,133,127,3/II,F,0.0
7262,134,127,3/II,C+,2.5
7263,135,127,3/II,F,0.0
7264,136,127,3/II,D+,1.5
7265,137,127,3/II,D+,1.5
7266,138,127,3/II,C+,2.5
7267,139,127,3/II,C,2.0
7268,140,127,3/II,C+,2.5
7269,141,127,3/II,D+,1.5
7270,142,127,3/II,D+,1.5
7271,143,127,3/II,F,0.0
7272,144,127,3/II,F,0.0
7273,145,127,3/II,F,0.0
7274,106,128,3/II,A,4.0
7275,107,128,3/II,F,0.0
7276,108,128,3/II,A,4.0
7277,109,128,3/II,B,3.0
7278,110,128,3/II,B+,3.5
7279,111,128,3/II,B,3.0
7280,112,128,3/II,A,4.0
7281,113,128,3/II,F,0.0
7282,114,128,3/II,B,3.0
7283,115,128,3/II,B,3.0
7284,116,128,3/II,B,3.0
7285,117,128,3/II,B,3.0
7286,118,128,3/II,B,3.0
7287,119,128,3/II,B,3.0
7288,120,128,3/II,C+,2.5
7289,121,128,3/II,B,3.0
7290,122,128,3/II,B,3.0
7291,123,128,3/II,B,3.0
7292,124,128,3/II,F,0.0
7293,125,128,3/II,B,3.0
7294,126,128,3/II,B,3.0
7295,127,128,3/II,B,3.0
7296,128,128,3/II,B,3.0
7297,129,128,3/II,B,3.0
